"Genes_core","PGFam_core"
"PGF_10697445","Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)"
"PGF_06807660","hypothetical protein"
"PGF_10358381","Sucrose outer membrane porin"
"PGF_04999141","PTS system, sucrose-specific IIB component (EC 2.7.1.211) / PTS system, sucrose-specific IIC component"
"PGF_08147841","Sucrose-6-phosphate hydrolase (EC 3.2.1.26)"
"PGF_00054569","Sucrose operon repressor ScrR, LacI family"
"PGF_04624638","hypothetical protein"
"PGF_00054410","Substrate-specific component STY3230 of queuosine-regulated ECF transporter"
"PGF_00060524","Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter"
"PGF_08181064","Uncharacterized sugar kinase YggC"
"PGF_00058048","Fumarate hydratase FumE (EC 4.2.1.2)"
"PGF_00042444","Putative outer membrane lipoprotein"
"PGF_00424328","Endonuclease I precursor (EC 3.1.21.1) @ Extracellular deoxyribonuclease Dns (EC 3.1.21.-)"
"PGF_01399309","IS, phage, Tn; Transposon-related functions"
"PGF_03846985","Transposase"
"PGF_00424621","Enterotoxin"
"PGF_01625953","hypothetical protein"
"PGF_07304485","Putative transposase InsK for insertion sequence element IS150"
"PGF_12911403","Transcriptional regulator STM3084, GntR family"
"PGF_00018955","Malate dehydrogenase (EC 1.1.1.37)"
"PGF_00055872","TRAP-type C4-dicarboxylate transport system, small permease component"
"PGF_00072489","hypothetical phosphosugar isomerases"
"PGF_07477457","Iron compound ABC transporter, permease protein"
"PGF_05956722","Iron compound ABC transporter, permease protein"
"PGF_00175429","Iron compound ABC transporter, ATP-binding protein"
"PGF_00041772","Putative iron compound receptor"
"PGF_00408176","UPF0441 protein YgiB"
"PGF_00040315","Putative arylsulfate sulfotransferase (EC 2.8.2.22)"
"PGF_00280624","Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE"
"PGF_00374838","hypothetical protein"
"PGF_10456344","Protein translocase membrane subunit SecG"
"PGF_00709681","Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter"
"PGF_00298009","hypothetical protein"
"PGF_10522485","Protein YrdA"
"PGF_00045145","Putative transport protein"
"PGF_00841268","hypothetical protein"
"PGF_09238933","Ferrous iron transporter-associated protein FeoA"
"PGF_00404496","Pimeloyl-[acyl-carrier protein] methyl ester esterase BioH (EC 3.1.1.85)"
"PGF_10369364","putative membrane protein"
"PGF_05296607","hypothetical protein"
"PGF_03503521","Nickel ABC transporter, permease protein NikB (TC 3.A.1.5.3)"
"PGF_01873735","Nickel ABC transporter, permease protein NikC (TC 3.A.1.5.3)"
"PGF_00011662","HicB-like protein"
"PGF_00000939","Uncharacterized protein YhiN"
"PGF_00011424","Hemin transport protein HmuS"
"PGF_09526797","TonB-dependent hemin, ferrichrome receptor"
"PGF_00047020","Radical SAM family protein HutW, similar to coproporphyrinogen III oxidase, oxygen-independent, associated with heme uptake"
"PGF_00041275","Putative heme iron utilization protein"
"PGF_00005673","Flavin reductase (EC 1.5.1.30)"
"PGF_07808892","Hemin ABC transporter, permease protein"
"PGF_07402355","ABC-type hemin transport system, ATPase component"
"PGF_06852796","Na+/H+-dicarboxylate symporter"
"PGF_01640133","hypothetical protein"
"PGF_12694413","HAAAP family transport protein YhjV"
"PGF_00385938","hypothetical protein"
"PGF_00077089","hypothetical protein"
"PGF_00037925","Protein LpfD"
"PGF_00028439","Outer membrane usher protein LpfC"
"PGF_00417447","Chaperone protein LpfB"
"PGF_00017522","Long polar fimbria protein A"
"PGF_00067063","Xylose isomerase (EC 5.3.1.5)"
"PGF_03006136","Periplasmic alpha-amylase (EC 3.2.1.1)"
"PGF_00417443","3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130)"
"PGF_04674978","Uncharacterized protein YiaL"
"PGF_00040422","Putative chemotaxis protein, resembles cheA"
"PGF_00027117","Oligosaccharide repeat unit polymerase Wzy; O-antigen ligase"
"PGF_03013679","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)"
"PGF_00017274","Lipopolysaccharide core biosynthesis protein RfaZ"
"PGF_00017189","Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-)"
"PGF_00017253","Lipopolysaccharide core biosynthesis protein RfaS"
"PGF_01626013","hypothetical protein"
"PGF_00882770","hypothetical protein"
"PGF_03302249","hypothetical protein"
"PGF_08075917","Transcriptional regulator, Xre family"
"PGF_00098932","hypothetical protein"
"PGF_00073760","hypothetical protein"
"PGF_01626096","hypothetical protein"
"PGF_01953727","Zinc binding domain / DNA primase (EC 2.7.7.-), Phage P4-associated / Replicative helicase RepA, Phage P4-associated"
"PGF_10491425","protein of unknown function DUF1498"
"PGF_08167695","ROK family sugar kinase or transcriptional regulator"
"PGF_00006396","Fructose-bisphosphate aldolase class II (EC 4.1.2.13) homolog"
"PGF_02770427","PTS system, IIC component"
"PGF_00643512","PTS system, IIB component"
"PGF_00650193","PTS system, IIA component"
"PGF_02750550","Transcription antiterminator, BglG family"
"PGF_00050275","Secretion system effector SseD"
"PGF_00050273","Secretion system effector SseC"
"PGF_00063503","Type III secretion cytoplasmic protein (YscL)"
"PGF_00063596","Type III secretion protein SsaD"
"PGF_07475945","hypothetical protein"
"PGF_07811831","hypothetical protein"
"PGF_00063488","Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)"
"PGF_00063525","Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV)"
"PGF_00063577","Type III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG)"
"PGF_00034272","PilT"
"PGF_00063553","Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)"
"PGF_00226922","hypothetical protein"
"PGF_00263233","hypothetical protein"
"PGF_00028198","Outer membrane protein"
"PGF_00859875","Uncharacterized sulfatase YidJ"
"PGF_00013453","Uncharacterized transcriptional regulator YidL, AraC family"
"PGF_03751973","Inner membrane protein translocase and chaperone YidC, long form"
"PGF_04734234","Kup system potassium uptake protein"
"PGF_00407016","hypothetical protein"
"PGF_00241222","hypothetical protein"
"PGF_00300187","Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A"
"PGF_10476830","Mobile element protein"
"PGF_00098372","related to 6-phospho-3-hexuloisomerase"
"PGF_09655255","Transcriptional regulator, RpiR family"
"PGF_00348362","hypothetical protein"
"PGF_00420707","Cytosine/purine/uracil/thiamine/allantoin permease family protein"
"PGF_00313808","hypothetical protein"
"PGF_09996723","Uncharacterized MFS-type transporter"
"PGF_00039006","Aldose 1-epimerase"
"PGF_03843109","Lipase, GDXG family"
"PGF_00006137","Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing"
"PGF_00012428","Hsp90xo protein"
"PGF_10548577","hypothetical protein"
"PGF_05659754","Putative glycoporin"
"PGF_03726554","CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)"
"PGF_07104524","5'-nucleotidase (EC 3.1.3.5)"
"PGF_00029474","PTS system, fructose-like IIB component FrwB"
"PGF_08120716","Metal-dependent amidase/aminoacylase/carboxypeptidase"
"PGF_01213071","LSU ribosomal protein L10p (P0)"
"PGF_02912246","Uncharacterized protein YjaA"
"PGF_00016234","L-sorbose 1-phosphate reductase (EC 1.1.1.-)"
"PGF_00029851","PTS system, sorbose-specific IIB component (EC 2.7.1.206)"
"PGF_00053591","Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)"
"PGF_00044436","Sorbitol operon regulator SorC"
"PGF_00019087","Maltose operon periplasmic protein MalM"
"PGF_00025583","Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1) / Ribosylnicotinamide kinase (EC 2.7.1.22)"
"PGF_00423335","Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)"
"PGF_02877855","Membrane protein"
"PGF_01628154","hypothetical protein"
"PGF_01928524","hypothetical protein"
"PGF_00080451","hypothetical protein"
"PGF_08284191","ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)"
"PGF_10565701","ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)"
"PGF_07935890","ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)"
"PGF_09108724","ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)"
"PGF_00006130","Formate dehydrogenase H (EC 1.2.1.2) @ selenocysteine-containing"
"PGF_00033837","Phosphonate ABC transporter permease protein PhnE (TC 3.A.1.9.1)"
"PGF_00020823","Uncharacterized protein YjcZ"
"PGF_00036809","L-ascorbate-6-phosphate lactonase UlaG"
"PGF_01651144","4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)"
"PGF_04015314","Inner membrane protein YjgN"
"PGF_00103605","hypothetical protein"
"PGF_00411722","resolvase, putative"
"PGF_12930601","hypothetical protein"
"PGF_00302312","hypothetical protein"
"PGF_00197817","hypothetical protein"
"PGF_04029798","hypothetical protein"
"PGF_00648871","hypothetical protein"
"PGF_07727134","hypothetical protein"
"PGF_01569214","hypothetical protein"
"PGF_00005236","Fimbrin-like protein FimI"
"PGF_00065617","Uncharacterized protein YjiPQ"
"PGF_02726324","Toxic protein SymE"
"PGF_12806714","hypothetical protein"
"PGF_00055743","TRAP dicarboxylate transporter, DctM subunit, unknown substrate 8"
"PGF_08212695","TRAP transporter solute receptor, unknown substrate 8"
"PGF_02314180","UPF0391 membrane protein YtjA"
"PGF_00145934","hypothetical protein"
"PGF_03677192","Lipoate-protein ligase A"
"PGF_06393555","Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I"
"PGF_01082199","Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id"
"PGF_09250188","RepFIB replication protein A"
"PGF_01624965","hypothetical protein"
"PGF_04571664","hypothetical protein"
"PGF_01626411","hypothetical protein"
"PGF_07444871","hypothetical protein"
"PGF_01627749","hypothetical protein"
"PGF_12772539","hypothetical protein"
"PGF_00299625","hypothetical protein"
"PGF_00061499","Transposase InsF for insertion sequence IS3 @ Mobile element protein"
"PGF_06574151","Hydrolase, alpha/beta fold family"
"PGF_00702812","VapB protein (antitoxin to VapC)"
"PGF_00013946","IncF plasmid conjugative transfer surface exclusion protein TraT"
"PGF_00013916","IncF plasmid conjugative transfer protein TraG"
"PGF_08972330","IncF plasmid conjugative transfer pilus assembly protein TraH"
"PGF_03830470","IncF plasmid conjugative transfer pilus assembly protein TraF"
"PGF_02913871","IncF plasmid conjugative transfer protein TraN"
"PGF_00013942","IncF plasmid conjugative transfer protein TrbC"
"PGF_00615364","IncF plasmid conjugative transfer pilus assembly protein TraU"
"PGF_00013871","IncF plasmid conjugative transfer pilus assembly protein TraC"
"PGF_03303560","IncF plasmid conjugative transfer protein TrbD"
"PGF_03308649","IncF plasmid conjugative transfer regulator TraJ"
"PGF_00060249","Antirestriction protein klcA"
"PGF_00839140","Transposase InsO for insertion sequence element IS911"
"PGF_03769852","Probable glutamate/gamma-aminobutyrate antiporter"
"PGF_00415171","COG0443: Molecular chaperone"
"PGF_00047661","Resolvase"
"PGF_00416838","CcdA protein (antitoxin to CcdB)"
"PGF_04243824","VapB protein (antitoxin to VapC)"
"PGF_12898469","FIG032766: hypothetical protein"
"PGF_01650610","hypothetical protein"
"PGF_04035685","CcdA protein (antitoxin to CcdB)"
"PGF_00416841","CcdB toxin protein"
"PGF_10443983","T6SS component Hcp / alpha/beta hydrolase domain"
"PGF_07370370","Voltage-gated H(+)/2Cl(-) exchange transporter ClcA"
"PGF_00064769","Uncharacterized lipoprotein YafT"
"PGF_04613386","T6SS component Hcp"
"PGF_03069349","Type VI secretion-related protein VasL"
"PGF_06086184","T6SS component TssM (IcmF/VasK)"
"PGF_07601872","T6SS component TssA (ImpA)"
"PGF_00077544","Type VI secretion protein VasI"
"PGF_07829604","T6SS AAA+ chaperone ClpV (TssH)"
"PGF_07067227","T6SS outer membrane component TssL (ImpK/VasF)"
"PGF_04819167","T6SS component TssK (ImpJ/VasE)"
"PGF_12900601","T6SS secretion lipoprotein TssJ (VasD)"
"PGF_00064987","T6SS forkhead associated domain protein ImpI/VasC"
"PGF_02979767","T6SS component TssG (ImpH/VasB)"
"PGF_01929932","T6SS component TssF (ImpG/VasA)"
"PGF_12886365","T6SS lysozyme-like component TssE"
"PGF_04816404","T6SS component TssC (ImpC/VipB)"
"PGF_01650465","Possible adhesin/hemolysin precursor"
"PGF_01640396","hypothetical protein"
"PGF_00284870","hypothetical protein"
"PGF_00204399","hypothetical protein"
"PGF_00027685","Outer Membrane Siderophore Receptor IroN"
"PGF_00031004","Periplasmic esterase IroE"
"PGF_00061876","Trilactone hydrolase IroD"
"PGF_00002661","ABC transporter protein IroC"
"PGF_00009852","Glycosyltransferase IroB"
"PGF_00286686","hypothetical protein"
"PGF_10070034","hypothetical protein"
"PGF_01625408","hypothetical protein"
"PGF_00202797","hypothetical protein"
"PGF_04923557","hypothetical protein"
"PGF_00798868","hypothetical protein"
"PGF_05665000","hypothetical protein"
"PGF_01641590","autotransporter"
"PGF_10408437","hypothetical protein"
"PGF_01650312","hypothetical protein"
"PGF_01650328","hypothetical protein"
"PGF_10336608","hypothetical protein"
"PGF_01636383","hypothetical protein"
"PGF_01647106","hypothetical protein"
"PGF_01645946","hypothetical protein"
"PGF_09343297","hypothetical protein"
"PGF_00127632","hypothetical protein"
"PGF_00055468","TPR domain protein"
"PGF_00411379","putative virulence protein"
"PGF_00018522","Macrolide-specific efflux protein MacA"
"PGF_08047383","Uptake [NiFe] hydrogenase, small subunit HyaA (EC 1.12.99.6)"
"PGF_02806433","Biofilm PGA outer membrane secretin PgaA"
"PGF_06732766","hypothetical protein"
"PGF_05392090","Phage activator protein cII"
"PGF_12694993","Uncharacterized protein YbcN"
"PGF_10545844","Phage protein NinE"
"PGF_00065414","Uncharacterized protein YbcO"
"PGF_00017344","Phage-encoded virulence determinant Bor"
"PGF_00299487","hypothetical protein"
"PGF_09428528","hypothetical protein"
"PGF_04132127","Manganese ABC transporter, inner membrane permease protein SitD"
"PGF_06319722","Manganese ABC transporter, inner membrane permease protein SitC"
"PGF_10335063","Manganese ABC transporter, ATP-binding protein SitB"
"PGF_00167938","hypothetical protein"
"PGF_03351896","AidA-I adhesin-like protein"
"PGF_00465284","Protein YcgL"
"PGF_10439680","Transposase"
"PGF_00274931","hypothetical protein"
NA,"Maltodextrin ABC transporter, ATP-binding protein MsmX"
"PGF_08094426","Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system"
"PGF_10495932","T6SS PAAR-repeat protein"
"PGF_00124153","hypothetical protein"
"PGF_01650201","hypothetical protein"
"PGF_00065644","Uncharacterized protein YneG"
"PGF_12708952","Transcriptional regulator, GntR family"
"PGF_00043027","Putative periplasmic protein"
"PGF_00037052","Probable endopeptidase NlpC"
"PGF_00027680","Osmotically-inducible lipoprotein E"
"PGF_00065857","Uncharacterized transcriptional regulator YbcM, AraC family"
"PGF_08027040","Small multidrug resistance (SMR) efflux transporter => EmrE, broad substrate specificity"
"PGF_00283448","hypothetical protein"
"PGF_02744871","Flagellar hook-basal body complex protein FliE"
"PGF_00308005","hypothetical protein"
"PGF_00013956","IncI1 plasmid conjugative transfer prepilin PilS"
"PGF_05161694","hypothetical protein"
"PGF_00365471","hypothetical protein"
"PGF_00427110","FIG00642340: hypothetical protein"
"PGF_00398965","hypothetical protein"
"PGF_02808330","hypothetical protein"
NA,"Invasin"
"PGF_00056580","Thioesterase"
"PGF_00402183","Polyketide synthase modules and related proteins"
"PGF_10503453","Polyketide synthase modules and related proteins"
"PGF_00025248","Na+-driven multidrug efflux pump"
"PGF_00040134","Putative amidase"
"PGF_02943429","Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39) in polyketide synthesis"
"PGF_10428547","Acyl-CoA dehydrogenase"
"PGF_00279040","hypothetical protein"
"PGF_07756589","3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)"
"PGF_00418651","Colicin I receptor"
"PGF_00043812","Putative ribokinase"
"PGF_00041580","Putative inner membrane protein"
"PGF_00038962","Puative phophotriesterase"
"PGF_10484668","hypothetical protein"
"PGF_12751670","Ferric siderophore receptor, TonB dependent"
"PGF_00030074","Patatin"
"PGF_08570014","hypothetical protein"
"PGF_00306435","hypothetical protein"
"PGF_00065499","Uncharacterized protein YeeW"
"PGF_12849838","hypothetical protein"
"PGF_01564070","hypothetical protein"
"PGF_00164212","hypothetical protein"
"PGF_01650761","hypothetical protein"
"PGF_00308272","hypothetical protein"
"PGF_00083435","hypothetical protein"
"PGF_00218153","hypothetical protein"
"PGF_06862453","Uncharacterized protein STM2135"
"PGF_10332992","Uncharacterized protein STM2134"
"PGF_10543038","Uncharacterized protein STM2133"
"PGF_00007075","Galactitol utilization operon repressor"
"PGF_03090764","Pseudogene ypaA, similarity with carboxyl terminus of putative transposase YfaD"
"PGF_00011803","Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)"
"PGF_00047063","RatA homolog"
"PGF_06882189","SinI homolog"
"PGF_09985786","Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)"
"PGF_00454030","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA"
